scorer,,,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc
labeled-data,video1,144.jpg,1206.2861,421.0633,1075.7463,361.1393,979.7004,401.2665,,,1238.5697,628.7774,1084.8997,757.8044,863.5143,560.6819,1182.667,549.465,,
labeled-data,video1,145.jpg,828.5043,170.4244,783.6734,395.1296,871.556,551.6927,916.2578,145.3399,1082.3569,256.7472,1097.6847,486.2966,975.8065,442.7253,915.0848,217.5366,,
labeled-data,video1,146.jpg,569.1273,115.077,552.5983,294.1659,782.1696,463.9717,,,901.0239,141.8774,932.5177,271.3272,837.972,331.9844,681.0304,172.6944,,
labeled-data,video1,147.jpg,865.5241,129.7261,645.2002,184.3378,649.8871,435.3923,978.2902,186.1317,1035.7029,315.7047,961.5522,427.1615,808.1376,423.5981,913.9231,229.6941,,
labeled-data,video1,148.jpg,1171.7962,403.8279,1102.7373,285.3868,825.6801,260.6468,1251.5069,521.3761,,,839.1786,531.8086,899.6195,414.8164,1114.5276,459.1604,,
labeled-data,video1,149.jpg,1250.1233,569.6111,1197.1504,426.8705,999.7219,302.475,1237.4315,681.567,1041.9063,653.8582,830.861,532.6123,979.3965,451.8468,1184.1042,596.4938,,
labeled-data,video1,150.jpg,,,1245.6855,743.3638,1117.7324,635.6718,1034.6424,1039.7975,902.6186,947.7883,903.7476,649.0,1027.6598,709.6863,1092.9435,936.772,,
labeled-data,video1,151.jpg,,,835.9006,1117.7425,914.7719,946.6915,555.1199,1233.1109,557.2736,1023.641,720.732,836.4302,780.0958,955.1159,670.6381,1163.4145,,
labeled-data,video1,152.jpg,503.2472,1227.9938,697.5432,1218.7527,753.2049,1100.3825,337.2606,1143.0684,425.13,977.4515,642.62,863.0,692.3405,993.5814,491.3176,1121.5152,,
labeled-data,video1,153.jpg,195.1352,1000.6825,345.4243,1129.1749,545.9584,1092.775,,,341.3402,782.5325,571.7947,833.0888,504.879,975.3299,270.9695,952.7297,,
labeled-data,video1,154.jpg,99.3509,757.7614,158.4941,866.5898,370.5849,1027.9789,290.6244,561.7796,404.4114,660.4736,465.2422,857.612,391.9414,913.185,247.828,730.3488,,
labeled-data,video1,155.jpg,408.9151,168.3218,262.2213,356.3191,286.7084,572.8651,530.2609,191.6975,627.1592,392.9865,547.7021,568.5143,421.5755,509.5994,455.1906,270.0734,,
labeled-data,video1,156.jpg,551.4789,120.5413,367.6072,192.136,311.8547,415.9391,,,701.0834,359.1182,591.1429,461.8418,482.3814,404.0569,601.6437,196.841,,
labeled-data,video1,157.jpg,848.1405,170.3761,693.6147,117.3443,528.375,249.1064,,,909.2316,402.8309,593.8658,466.4595,623.2213,318.9021,851.8993,211.8113,917.4066,169.4075
labeled-data,video1,158.jpg,1239.6835,516.6166,1176.7811,388.2117,951.7589,288.7064,1226.5474,662.7726,1014.3799,650.7514,861.8991,571.3466,957.7646,450.04,1176.5791,564.7641,,
labeled-data,video1,159.jpg,,,1239.3772,700.077,1109.9837,634.8535,,,922.538,923.6867,906.2792,651.8759,1015.7815,684.8917,1101.5427,904.3481,,
labeled-data,video1,160.jpg,,,975.8278,1087.408,942.9009,980.3058,635.5929,1225.617,615.7156,1082.4003,725.691,847.0741,832.5144,944.6555,745.4179,1163.1182,,
labeled-data,video1,161.jpg,551.4141,1247.7736,678.0445,1258.4947,850.015,1043.9706,398.6894,1184.6356,498.2679,1044.4028,726.1,843.6813,751.8153,1008.6588,590.8717,1120.4688,538.4495,1172.3392
labeled-data,video1,162.jpg,564.8287,1203.0136,782.1579,1222.4571,997.8925,1016.5268,525.4579,1084.1144,543.3293,991.7171,723.5214,854.7038,842.14,975.9413,651.8241,1102.1644,,
labeled-data,video1,163.jpg,285.2668,1112.1908,568.5797,1200.9761,659.6725,1127.7234,,,409.1066,846.1913,702.536,874.078,618.3877,1019.2415,401.5366,1037.8441,,
labeled-data,video1,164.jpg,170.7472,967.901,244.0676,1082.0587,477.2487,1217.2588,168.4608,957.7738,219.9085,1042.3978,437.3465,1214.699,453.1059,1103.606,309.247,952.0878,,
labeled-data,video1,165.jpg,90.1138,753.8313,113.6443,872.7427,146.3088,949.9612,89.7025,628.6549,112.4412,829.6714,127.6272,875.1832,229.3287,911.7409,222.5034,666.6052,,
labeled-data,video1,166.jpg,117.6668,498.2929,120.6378,726.2688,102.9432,889.6807,153.8093,506.4305,102.525,661.9752,,,191.5004,856.9482,268.7683,614.4137,,
labeled-data,video1,167.jpg,246.0315,281.8021,143.3788,409.1297,87.2973,674.9684,307.9698,289.1553,,,103.3071,565.2935,155.7318,590.6789,321.3957,415.3933,,
labeled-data,video1,168.jpg,225.9744,301.0183,139.9588,416.6773,82.9697,670.3293,233.5358,363.2656,151.9412,404.9673,100.342,577.0816,117.8816,616.8531,308.4985,453.8415,,
labeled-data,video1,169.jpg,133.7403,468.6897,58.2909,694.6587,111.2814,824.8325,136.8826,458.777,93.8099,611.3163,96.2155,765.5407,118.9227,768.3844,239.3347,579.7754,,
labeled-data,video1,170.jpg,90.1507,633.4331,66.6922,703.9334,133.0164,893.2108,94.1823,609.2441,83.9125,661.66,,,143.639,838.3362,236.3297,623.122,,
labeled-data,video1,171.jpg,569.0685,574.5592,424.7564,477.7072,252.3481,662.2964,686.5663,671.8978,526.6127,881.6283,426.1463,870.3721,362.336,751.9069,594.3987,658.0125,638.73,625.3958
labeled-data,video1,172.jpg,789.7225,117.2742,628.8904,197.7628,518.3153,400.9659,929.0241,171.9245,930.7854,393.2953,772.2562,539.0413,700.3516,397.8856,817.057,192.4308,,
labeled-data,video1,173.jpg,926.8495,172.075,747.6254,134.7635,590.1079,295.5633,,,935.5546,402.6148,770.6697,545.7613,665.3456,372.2276,877.3459,267.9083,,
labeled-data,video1,174.jpg,938.1154,190.8668,813.4501,133.101,585.5023,298.1392,1090.231,289.4053,975.6561,436.7799,765.4109,547.2216,738.7142,361.4683,967.8725,271.8147,,
labeled-data,video1,175.jpg,1125.4546,303.806,989.1783,197.6511,868.2318,267.0424,,,1037.689,596.9609,834.1354,567.6311,853.5891,420.6601,1096.5612,366.3457,,
labeled-data,video1,176.jpg,1209.4803,440.0833,1079.2213,261.7022,824.5375,288.9652,,,1096.9705,614.8777,841.9238,568.8221,914.8714,428.5387,1142.4799,478.5514,,
labeled-data,video1,177.jpg,1214.3933,458.7409,1087.765,257.3118,849.4417,292.7503,1241.6553,517.6337,1094.6341,609.7988,835.7639,567.9439,911.3168,433.0878,1106.8512,490.9809,,
labeled-data,video1,178.jpg,995.3394,192.6746,809.4262,149.5874,696.5552,362.264,1095.1541,294.7311,1067.1555,447.4618,843.6365,563.7725,821.9315,425.3535,1011.4696,264.1093,,
labeled-data,video1,179.jpg,958.1443,189.4709,712.1934,137.4987,696.2522,358.038,,,,,910.6217,460.1112,763.1965,376.3316,949.2177,273.5385,1000.1791,213.9431
labeled-data,video1,180.jpg,1183.7559,375.0545,1067.9267,234.2558,880.6797,137.1483,1197.8824,417.958,1124.7333,312.4673,908.2697,455.9887,909.5456,265.0631,1056.1874,428.2591,,
labeled-data,video1,181.jpg,1221.4249,429.0254,1120.0456,289.8294,935.6029,163.5514,1233.6146,524.2583,1141.5437,322.7616,936.6313,442.2013,981.8624,276.0978,1078.3402,481.4122,,
labeled-data,video1,182.jpg,1251.0947,504.7427,1203.5357,400.4316,1045.8558,229.7536,1244.9183,556.2146,1164.2157,413.5243,927.4574,317.2207,1024.7535,281.5277,1103.1775,507.473,,
labeled-data,video1,183.jpg,1198.8493,423.76,1196.3186,397.2425,1003.8479,214.6629,1225.951,473.5403,1142.5237,334.0127,1042.6951,223.7205,1009.9134,236.5229,1090.7647,451.1488,,
labeled-data,video1,184.jpg,1196.5068,569.8823,1239.9139,476.1734,1006.1447,219.9655,1255.7337,671.7206,1244.7471,525.652,1163.8609,351.4645,1082.1128,341.0915,1122.7646,548.7176,,
labeled-data,video1,185.jpg,1186.5514,550.1364,1243.7754,477.5093,1008.9217,215.3128,1261.9437,657.1049,1249.9209,558.83,1162.5128,339.8456,1092.9636,337.5077,1127.968,548.1423,,
labeled-data,video1,186.jpg,1143.8119,371.8396,1077.3072,245.7038,907.672,130.6534,1113.0989,371.4676,,,,,972.2091,197.665,1019.872,387.645,,
labeled-data,video1,187.jpg,1042.1355,384.6428,1135.8025,323.5006,,,1155.9001,345.1658,,,,,959.9528,173.8786,946.802,373.9257,,
labeled-data,video1,188.jpg,230.0,318.3999,,,,,331.4443,295.3721,403.0493,167.7078,503.2063,121.3163,528.9136,153.38,382.7346,354.0831,,
labeled-data,video1,189.jpg,455.6503,304.7008,272.2636,517.2597,,,431.9278,293.1274,522.8662,394.3414,,,568.8886,485.7647,358.9237,362.4306,,
labeled-data,video1,190.jpg,655.3365,89.8217,522.2624,105.5389,419.9924,153.0198,806.9393,201.1726,684.9523,409.1127,462.3874,402.8678,457.8417,253.5098,693.7079,173.7397,,
labeled-data,video1,191.jpg,792.0704,148.5221,664.3543,100.7088,513.934,136.8197,838.8926,331.589,685.9268,407.626,461.3469,409.3975,524.8637,264.6791,774.6595,279.1946,,
labeled-data,video1,192.jpg,792.7633,146.4882,662.3751,102.6729,514.6244,134.7781,837.5875,337.5721,686.6154,405.5818,465.3856,400.0,532.9176,271.3381,768.6532,276.4804,,
labeled-data,video1,193.jpg,867.6608,158.0745,655.6807,96.2042,511.9556,139.0158,840.2648,333.7704,685.9513,408.4812,572.3977,435.0,575.0403,285.6096,800.7502,235.9104,,
labeled-data,video1,194.jpg,860.101,149.4999,662.8388,100.3367,509.7469,135.7854,958.4394,269.022,794.0977,430.6634,572.1829,439.1282,606.9444,287.0513,831.3103,228.6782,,
labeled-data,video1,195.jpg,1012.615,449.9194,886.9969,270.834,712.7257,263.3374,920.0873,681.5276,761.6226,539.0314,619.5938,517.4339,711.0,379.0216,920.8891,492.9111,,
labeled-data,video1,196.jpg,,,1039.3897,493.6633,928.5197,485.3612,,,808.0797,818.8423,723.8395,651.1817,855.369,607.4899,1066.9859,728.8565,,
labeled-data,video1,197.jpg,,,1201.9235,650.3519,1018.8292,582.6624,,,947.3481,933.8018,793.2712,720.393,956.1116,697.5678,1133.3539,871.1082,,
labeled-data,video1,198.jpg,1106.6377,1057.708,1113.4302,955.6737,948.7954,721.8545,998.0541,1148.0731,822.7381,1077.8096,754.5413,829.8996,869.2374,827.1189,1006.8709,1009.2244,,
labeled-data,video1,199.jpg,,,909.4331,1110.2999,1037.0723,847.7296,599.7242,1117.761,627.4114,1003.577,696.9189,809.5343,872.0804,883.8929,745.7118,1071.7856,,
labeled-data,video1,200.jpg,384.5928,1172.2909,501.0939,1201.9058,711.4936,1088.6647,282.4412,1039.8647,390.4112,956.2729,577.3701,846.5783,605.4773,1004.0868,408.758,1075.1716,,
labeled-data,video1,201.jpg,180.0949,982.9444,377.176,1189.6059,465.1999,1213.8714,147.1457,920.4844,,,492.3838,930.4314,455.3222,1085.9012,305.5453,936.8967,,
labeled-data,video1,202.jpg,89.2955,796.3009,143.3043,957.2604,244.8095,1086.9756,94.0945,754.9356,156.4259,923.1446,,,273.3741,960.3519,243.9488,766.5621,,
labeled-data,video1,203.jpg,94.9115,737.932,100.7828,849.6009,246.2634,1087.4736,169.3647,622.0971,150.6958,926.2658,,,254.9946,948.3878,232.1911,723.2176,,
labeled-data,video1,204.jpg,87.6681,721.5664,104.9364,849.4662,144.5563,954.528,94.641,576.4152,,,138.1651,909.1879,218.9619,874.3109,212.8876,651.9865,,
labeled-data,video1,205.jpg,111.4894,645.1648,97.497,851.829,207.609,1028.1708,156.7195,611.4391,87.6585,739.2827,,,250.1115,937.5499,244.5236,725.1695,,
labeled-data,video1,206.jpg,88.2721,641.5525,113.7995,843.2099,176.724,1018.3899,129.7008,521.8093,,,135.2725,905.2416,226.8815,885.7939,234.4155,630.5944,,
labeled-data,video1,207.jpg,318.1932,393.7517,138.0,542.7822,141.9939,663.2462,461.8299,406.0206,426.8705,706.0251,396.3313,723.88,278.7148,681.1404,365.5714,483.237,,
labeled-data,video1,208.jpg,661.3355,203.1969,433.7859,254.3119,268.4426,422.1288,717.4878,365.5406,619.9494,578.0691,498.7064,620.7889,444.4994,466.5153,635.0566,325.3784,,
labeled-data,video1,209.jpg,708.3029,176.4897,559.2818,132.3788,397.7982,319.4407,830.0,289.3215,764.5671,479.1036,626.831,475.4522,488.1291,360.8677,718.8214,257.1772,,
labeled-data,video1,210.jpg,1005.6192,261.821,850.5759,195.6544,630.9045,248.9645,1035.0284,400.7513,841.1847,546.3999,683.3859,536.0641,725.2575,385.3539,963.9715,348.5472,,
labeled-data,video1,211.jpg,1260.3448,663.3006,1241.9347,528.2264,1013.531,407.5997,1213.3378,806.7972,972.4604,768.562,898.8284,644.427,997.3315,542.5895,1186.585,701.0,,
labeled-data,video1,212.jpg,1250.6793,766.823,1180.9144,751.3293,990.2251,552.8412,1194.0355,923.153,978.8589,957.157,851.4337,746.3411,922.1841,699.0631,1095.0565,818.9796,,
labeled-data,video1,213.jpg,1226.3493,538.5427,1065.2887,508.6704,868.6688,606.2317,1241.3429,627.5295,1122.9753,869.7086,928.0272,856.308,943.8706,717.0885,1167.9092,622.6075,,
labeled-data,video1,214.jpg,1192.5945,416.8286,1028.3237,381.3334,872.6331,603.2899,1234.0706,507.4019,1199.1634,706.2535,1078.0672,761.0775,996.8074,637.8977,1140.5568,530.2095,,
labeled-data,video1,215.jpg,728.2281,109.4433,732.0133,324.2747,764.0443,491.2915,929.3784,138.3322,990.3404,196.9742,1050.1283,446.7046,918.1295,413.4102,848.1231,182.2599,,
labeled-data,video1,216.jpg,482.5056,124.9871,446.3793,335.5397,754.2455,472.063,560.1782,107.3706,723.7177,94.9128,874.2167,300.1218,730.912,331.6412,564.6826,172.6142,,
labeled-data,video1,217.jpg,272.2157,258.2569,,,636.1901,473.6064,345.311,187.1064,584.8773,117.2931,699.3875,175.4283,619.8205,267.8913,446.3849,314.1897,371.1447,282.0271
labeled-data,video1,218.jpg,161.1371,397.0675,337.6731,190.1043,579.5129,439.5458,208.601,331.4925,367.3547,180.5089,421.1902,147.1494,489.9446,256.9411,338.65,403.396,247.833,376.3447
labeled-data,video1,219.jpg,219.4356,318.1284,,,366.7826,176.5838,203.8703,335.7235,,,398.4256,163.0415,445.7268,192.7486,286.6566,394.465,,
labeled-data,video1,220.jpg,385.8556,724.9166,586.8883,588.5623,589.1154,447.2963,231.7102,736.7364,203.5241,425.1353,318.5954,380.8014,438.9022,440.2817,341.0683,671.4553,,
labeled-data,video1,221.jpg,660.2137,1163.7774,720.2231,905.7438,609.9043,725.9791,516.9791,1140.943,340.3556,1070.5086,375.0369,879.3571,514.6999,860.5486,585.4056,1103.6478,,
labeled-data,video1,222.jpg,,,910.7414,894.7355,681.1001,874.5262,,,647.984,1170.8724,587.8357,1061.7878,667.5258,998.0645,888.3872,1116.1279,,
labeled-data,video1,223.jpg,1152.6196,988.0389,1001.434,878.9215,758.573,871.7564,,,963.7889,1156.3599,723.8521,1107.3386,811.9603,992.8309,1038.5138,997.1237,,
labeled-data,video1,224.jpg,1240.1192,558.5791,983.976,547.277,893.1144,652.6578,1267.4812,684.7073,1183.4829,879.2191,1018.6834,903.5775,970.5123,763.2941,1201.6624,676.2037,,
labeled-data,video1,225.jpg,1157.6771,424.3264,962.8398,376.7927,869.7548,570.2332,,,1218.6869,689.5029,1021.5234,801.6912,973.3471,647.4395,1166.0355,489.5652,,
labeled-data,video1,226.jpg,1054.6811,256.7086,848.2932,352.9321,835.2977,490.419,1152.6795,334.6713,1189.0669,505.1196,1018.6395,677.1387,955.229,554.5144,1084.4476,363.8984,,
labeled-data,video1,227.jpg,861.9339,151.667,762.5461,345.2378,782.0558,493.4286,948.9855,161.5886,1073.6016,309.0824,1058.9522,542.6792,914.2092,472.4103,911.5352,248.5558,,
labeled-data,video1,228.jpg,535.6393,107.5096,549.1119,309.871,716.4152,454.9124,654.8483,93.8629,793.7578,105.563,925.9776,321.845,778.0265,346.9957,641.084,155.3553,,
labeled-data,video1,229.jpg,976.1493,187.7744,783.2968,110.9241,621.2769,279.4401,,,1025.3202,414.1591,869.7876,469.9396,755.9265,370.927,948.4189,262.4242,,
labeled-data,video1,230.jpg,1174.6254,448.8521,1145.4911,325.8375,911.0926,259.4465,,,1038.0589,625.7228,793.2567,472.3871,924.6055,411.6881,1146.6219,501.3029,,
labeled-data,video1,231.jpg,1241.1131,821.8407,1235.7291,563.1323,1045.0533,465.2633,1208.4335,912.9474,1033.9309,830.0,899.3863,757.0147,1002.2694,605.5848,1103.5554,753.0209,,
labeled-data,video1,232.jpg,1258.2402,705.7335,1231.2804,562.6839,1053.8977,459.768,1248.0791,778.113,1175.0376,845.2224,894.2013,765.5493,973.1797,620.1427,1129.8022,669.2731,,
labeled-data,video1,233.jpg,,,1139.0488,971.7042,1054.577,805.9342,,,722.5484,1023.2619,817.5783,815.5668,939.7021,856.4336,930.1572,1136.6042,,
labeled-data,video1,234.jpg,,,626.7823,1223.057,761.1798,1098.1016,331.167,1120.825,424.5935,991.7555,648.7501,873.3798,658.9421,1011.3784,463.8938,1120.7687,,
labeled-data,video1,235.jpg,125.4354,888.9947,263.1301,1062.4796,395.7707,991.788,115.5835,780.9787,282.428,652.0633,502.2885,781.6715,423.6718,894.4608,226.052,842.4726,,
labeled-data,video1,236.jpg,94.7176,696.6038,86.0491,822.8971,206.1511,1019.9235,104.1387,614.5826,378.836,727.4098,173.9835,990.872,270.659,908.1646,234.8352,726.1583,,
labeled-data,video1,237.jpg,,,81.7456,793.7898,184.5257,992.7457,98.8775,584.5137,88.5107,773.4105,,,243.2409,875.2005,238.2422,656.6094,,
labeled-data,video1,238.jpg,130.8785,447.9187,97.1583,542.4203,101.7051,789.546,250.0714,356.2614,104.8807,629.9175,,,181.6127,716.2991,254.6113,514.0626,,
labeled-data,video1,239.jpg,426.8026,142.6584,275.2273,250.2548,214.8737,314.5822,534.5359,105.5748,341.8988,200.0505,142.1294,445.767,260.6157,352.8294,472.5214,272.1685,,
labeled-data,video1,240.jpg,675.7307,109.2957,559.5509,97.8368,419.7674,142.8276,,,459.2271,136.7939,348.2947,194.9486,400.7524,191.8022,616.2956,224.2307,,
labeled-data,video1,241.jpg,817.0267,125.8694,714.8298,103.8101,,,898.915,161.2876,,,,,576.4176,162.3352,801.411,250.511,,
labeled-data,video1,242.jpg,1185.0391,389.0949,1020.8813,222.5802,871.9871,226.5905,1159.0767,497.332,973.6201,616.5437,746.307,474.1635,848.063,361.1456,1094.6854,417.6411,,
labeled-data,video1,243.jpg,1253.9018,634.2563,1197.2933,430.8265,1011.4737,407.5561,,,1009.5846,736.5083,828.8129,538.7472,984.3464,505.9882,1182.8141,658.7983,,
labeled-data,video1,244.jpg,1230.1341,545.9513,1154.2644,462.9101,903.4326,468.5356,1251.5293,724.0281,1115.835,863.2892,871.6531,781.1004,910.0186,645.6079,1148.6067,646.7412,,
labeled-data,video1,245.jpg,1143.8689,368.3751,1066.1281,325.863,853.8277,538.5478,1230.7939,477.8228,1209.0669,676.4895,959.2795,748.3821,934.2344,605.1349,1128.0135,464.4813,,
labeled-data,video1,246.jpg,1204.0806,424.4422,1015.5921,294.4575,812.1276,455.7764,1243.6705,482.535,1167.3683,600.1391,903.9227,664.0,931.8557,546.4395,1158.5476,484.4327,,
labeled-data,video1,247.jpg,972.0237,199.992,863.1146,209.7863,810.1158,459.3897,1123.9521,293.539,1113.1988,350.2764,1033.6767,642.2048,942.5579,494.5458,981.9811,310.8106,,
labeled-data,video1,248.jpg,795.0897,126.0842,816.0,447.9895,1115.4095,313.961,898.4928,131.0845,920.1751,158.4485,1094.4326,271.8528,1005.8669,333.1955,849.8444,233.4304,,
labeled-data,video1,249.jpg,642.2624,108.9788,878.2972,127.4819,,,727.6948,104.5045,946.5594,169.4333,1086.1927,263.8078,953.4001,249.1017,745.1579,216.4369,,
labeled-data,video1,250.jpg,597.1572,113.7176,,,,,721.7257,109.0913,745.5413,97.0,976.2051,192.4939,883.5756,211.5594,637.7194,212.7441,,
labeled-data,video1,251.jpg,536.4212,113.8742,646.5552,96.4555,,,598.74,146.3858,748.5588,99.078,977.5739,192.8364,823.0608,134.8602,600.6795,217.8352,,
labeled-data,video1,252.jpg,515.4328,126.2628,631.3337,103.0624,,,429.4488,147.2119,696.7447,97.0221,887.2401,117.5843,787.3044,129.4481,561.0561,224.763,,
labeled-data,video1,253.jpg,467.6387,142.3998,629.5279,110.2241,804.7546,105.3237,516.6489,195.0615,594.6135,130.1636,868.6593,127.2847,770.3246,123.7366,567.1558,245.6075,,
labeled-data,video1,254.jpg,438.0,132.2631,550.2567,108.6092,673.2773,99.6228,374.08,180.3045,,,881.1884,122.2588,721.067,152.731,503.61,262.1275,,
labeled-data,video1,255.jpg,285.794,247.0109,480.9969,126.7241,632.5411,100.0772,322.451,236.929,433.9463,137.8466,734.0363,91.7094,633.6731,143.3629,422.5687,290.8694,,
labeled-data,video1,256.jpg,263.9094,263.0318,391.3374,169.6029,550.7512,105.2712,309.2827,251.7759,,,729.0497,90.7689,596.3152,157.2744,407.3846,299.7001,,
labeled-data,video1,257.jpg,177.9602,380.8143,,,377.5947,175.4388,248.2549,360.5957,308.323,209.4782,564.3408,109.0799,457.921,183.3755,325.7891,381.1241,,
labeled-data,video1,258.jpg,337.4459,351.3033,336.588,225.7685,,,400.9738,321.5608,300.9671,222.7994,567.4825,103.3581,536.0896,108.2191,482.8287,324.6434,,
labeled-data,video1,259.jpg,,,361.7784,188.0661,,,266.5003,251.9644,,,577.9682,99.4108,578.5101,112.8283,462.46,328.267,,
labeled-data,video1,260.jpg,891.8351,629.8146,997.6423,425.1597,1041.8773,328.2056,689.7382,527.4621,651.5835,261.0843,878.2672,148.3767,935.816,276.9982,791.2974,431.7898,,
labeled-data,video1,261.jpg,,,1142.6809,323.3014,908.5822,233.748,1211.9137,625.674,918.8098,636.7789,829.5705,516.3795,937.7449,416.1362,1167.7728,515.7319,,
labeled-data,video1,262.jpg,1208.1147,841.4483,1224.9899,636.6788,1101.9047,509.0899,1128.1619,982.3322,928.4896,874.108,860.5683,632.4157,993.6993,642.6814,1144.7993,839.6945,,
labeled-data,video1,263.jpg,1007.0709,1074.1285,1200.9405,859.2399,1094.7346,637.5001,917.5987,968.4038,816.108,861.5256,853.8348,748.8176,979.1433,758.4613,976.4336,978.5889,,
labeled-data,video1,264.jpg,548.66,1185.7963,805.0375,1158.3058,923.7988,998.9187,,,570.6402,955.9513,727.2295,802.4645,790.2673,950.7457,606.6475,1092.0723,,
labeled-data,video1,265.jpg,468.6117,1216.0916,668.2576,1200.411,825.0,1050.7439,338.6165,1038.9597,480.8589,891.0818,644.0415,814.5058,707.2351,972.9578,522.9277,1085.0613,,
labeled-data,video1,266.jpg,,,528.3888,1110.4929,715.6204,959.2298,311.1004,1083.0623,374.6968,835.6816,496.9544,800.8287,585.8136,904.7088,459.2904,1097.0785,,
labeled-data,video1,267.jpg,871.1453,1220.3712,694.7521,1255.408,692.1783,959.2039,678.3588,1269.5566,442.8752,1215.4737,415.8073,1200.5228,516.6401,1082.3269,737.511,1119.1629,,
labeled-data,video1,268.jpg,1086.4724,1087.3059,886.2698,1220.1062,650.7416,1252.2016,873.6295,1251.9233,831.998,1270.7535,651.3686,1280.716,689.554,1179.8561,889.0851,1055.1377,,
labeled-data,video1,269.jpg,1068.332,1106.5699,962.2745,1176.1377,645.943,1255.5825,1061.136,1130.8643,832.2142,1274.2626,648.9538,1284.7314,716.8359,1177.8233,911.9527,1058.2107,,
labeled-data,video1,270.jpg,1059.942,1109.8498,960.3021,1177.8038,641.563,1251.6359,1054.3465,1138.9531,830.2482,1268.7085,650.1913,1286.4063,723.7058,1176.2833,910.7924,1062.2923,,
labeled-data,video1,271.jpg,1149.0324,1013.5322,953.4071,1183.5899,684.9062,1256.4515,1043.1146,1135.7403,,,668.6534,1266.335,770.2441,1134.5563,962.9502,1006.1107,,
labeled-data,video1,272.jpg,1160.7355,991.9452,1116.4763,1052.6894,952.6244,1176.2749,1146.3189,1017.8458,1035.3609,1135.5688,781.4855,1253.5702,875.0445,1136.239,1001.3645,966.8127,,
labeled-data,video1,273.jpg,910.109,1079.3182,,,842.7688,1226.479,1127.1427,1054.3969,926.3195,1184.9573,783.99,1256.4216,730.6812,1192.0528,918.7965,1025.0337,,
labeled-data,video1,274.jpg,969.5045,1147.6926,813.219,1232.9545,,,981.2761,1168.0116,892.0673,1210.4953,560.7197,1268.314,638.1113,1189.9942,856.943,1080.202,,
labeled-data,video1,275.jpg,1013.1916,1139.4056,811.0189,1243.3307,656.924,1259.8396,891.4892,1090.9943,,,554.3313,1263.0,648.0807,1215.8806,799.487,1047.8622,,
labeled-data,video1,276.jpg,756.142,1237.643,595.5057,1258.9277,348.7324,1152.4596,731.01,1238.8025,554.5379,1265.5639,,,373.4886,1139.8325,582.0589,1086.1158,,
labeled-data,video1,277.jpg,422.8111,705.2001,214.7452,775.1376,225.1457,873.9736,699.0158,807.936,608.3535,944.2013,338.7218,1069.2811,340.2699,1010.1255,457.5154,819.6912,,
labeled-data,video1,278.jpg,,,699.6574,942.5626,567.4686,853.2855,,,480.5257,1224.1745,455.6707,1077.901,489.093,1011.5066,666.4314,1167.1747,,
labeled-data,video1,279.jpg,1017.423,944.8864,862.4158,827.7855,574.7957,850.6551,1020.5902,1066.6084,804.9665,1194.6228,579.6224,1141.8148,671.5711,1017.391,900.2869,1011.8606,,
labeled-data,video1,280.jpg,1231.1557,545.4134,1020.3772,548.0421,833.162,758.7275,1272.8022,683.992,1193.2486,851.1913,1052.4173,936.0,999.5092,807.2759,1185.4249,659.2441,,
labeled-data,video1,281.jpg,1253.1689,565.0169,1020.7203,547.5764,916.1764,648.3192,1260.3089,667.4786,1207.2254,861.9641,1052.7518,931.5263,1026.3247,793.1784,1145.642,690.0807,,
labeled-data,video1,282.jpg,911.6431,195.2192,824.8909,408.4679,922.8323,641.8958,1064.2878,244.7547,1151.8558,340.986,1142.416,616.4659,1020.5229,533.1198,988.5643,295.5244,,
labeled-data,video1,283.jpg,779.9625,119.7566,635.9285,290.6273,742.5292,455.6828,868.4093,127.5556,989.6883,198.1132,1021.8108,343.5876,863.3367,413.3533,830.4064,200.8079,,
labeled-data,video1,284.jpg,,,513.082,451.1654,747.075,454.2781,468.9594,148.8875,700.4333,110.787,903.8979,252.7852,770.131,316.7731,544.5687,247.7403,,
labeled-data,video1,285.jpg,168.6611,529.7125,300.6321,528.0,564.0798,491.7895,168.0391,382.4064,320.0251,316.7669,453.4076,210.2839,460.5138,366.3534,234.9231,442.9214,,
labeled-data,video1,286.jpg,274.4124,975.1271,457.5109,810.5249,462.2204,653.3621,161.7324,942.7498,99.0615,741.5611,233.2468,550.4069,311.3006,673.8381,244.2314,906.2599,,
labeled-data,video1,287.jpg,846.9632,1041.4409,759.085,870.7348,577.2862,783.6344,657.1094,1187.2116,526.194,1093.3454,393.2979,939.4789,521.2321,917.8412,706.5692,1087.0374,,
labeled-data,video1,288.jpg,,,898.4134,845.3984,752.3731,829.9747,,,697.5608,1195.6964,550.9007,1038.2538,667.5079,951.6624,888.0127,1060.9133,,
labeled-data,video1,289.jpg,1228.9963,502.2946,1067.449,489.3567,833.6118,732.1124,1270.7464,637.7677,1182.5582,868.5225,1006.3966,863.6441,970.6184,742.942,1177.2973,615.4957,,
labeled-data,video1,290.jpg,1240.2099,809.0469,1230.8758,614.341,1006.6444,553.3866,1195.0125,928.9951,949.359,927.5463,830.1137,702.0221,959.4029,670.7493,1142.2271,844.1512,,
labeled-data,video1,291.jpg,,,1055.845,1093.2508,1075.9249,848.6029,,,692.9255,1009.3597,806.2735,810.8133,937.2767,856.6355,882.1563,1095.4962,,
