scorer,,,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc,ymc
labeled-data,video3,158.jpg,812.282,405.4056,890.2999,549.5693,1055.9068,659.0498,1035.2069,264.4375,1137.6727,482.7035,,,1073.3342,601.9661,988.0758,372.8666,,
labeled-data,video3,159.jpg,812.4525,405.5687,890.7297,549.1915,,,1035.8301,263.0,1137.0345,482.2604,,,1071.3437,605.4145,987.8102,372.8177,,
labeled-data,video3,160.jpg,812.635,405.7259,891.154,548.8261,,,1036.4778,261.5858,1136.3975,481.828,,,1077.578,600.9095,987.556,372.7617,,
labeled-data,video3,161.jpg,812.8011,405.8825,891.5767,548.4472,1170.3861,666.2148,1037.1012,260.1579,1135.756,481.3888,,,1083.8133,596.3895,987.292,372.7238,,
labeled-data,video3,162.jpg,814.729,405.6465,892.0,548.0767,972.2844,628.6226,1037.7401,258.7332,1135.1232,480.9568,,,1057.0,600.6391,987.4777,371.512,,
labeled-data,video3,163.jpg,816.631,405.4013,892.4331,547.7017,1052.2544,640.576,1037.7058,258.4316,1134.4855,480.5136,,,1056.4655,596.3768,987.6504,370.3167,,
labeled-data,video3,164.jpg,818.5482,405.1641,892.863,547.3396,1051.5912,641.9164,1037.6536,258.1323,1128.9132,480.1112,,,1055.928,592.1086,987.8447,369.1085,,
labeled-data,video3,165.jpg,820.4584,404.9265,831.6804,451.2119,903.5906,608.7443,1037.6195,257.8467,1101.0398,361.8409,1163.451,538.4064,1055.3883,587.8319,988.0286,367.8974,,
labeled-data,video3,166.jpg,929.8749,275.2739,835.6647,418.5523,903.7548,608.7469,964.3057,274.5388,1095.4634,328.3988,1163.6173,538.4019,1054.8442,583.5719,988.7392,369.0888,,
labeled-data,video3,167.jpg,923.5098,252.1731,835.8263,418.5551,903.912,608.7446,941.2157,280.9014,1095.6277,328.3952,1163.7709,538.4035,1054.7679,580.2397,989.4549,370.2686,,
labeled-data,video3,168.jpg,893.2447,269.6954,835.9915,418.5576,904.0719,608.7444,928.4645,280.106,1095.7966,328.3947,1163.9396,538.4021,1054.6996,576.8978,990.1685,371.4498,,
labeled-data,video3,169.jpg,909.1705,281.6422,836.1662,418.5539,904.2306,608.7412,957.9396,269.7518,1095.9525,328.3982,1164.0961,538.4019,1054.6131,573.5668,990.8732,372.6363,,
labeled-data,video3,170.jpg,899.6117,295.1856,836.3236,418.5556,904.398,608.7413,965.9027,264.971,1096.1207,328.3969,1164.2508,538.4072,1054.6579,573.525,991.5999,373.8166,,
labeled-data,video3,171.jpg,912.3532,299.165,836.4942,418.5578,904.5504,608.7411,960.3247,266.5747,1096.2955,328.3937,1164.4152,538.4078,1054.6913,573.4843,992.3035,374.9987,,
labeled-data,video3,172.jpg,942.629,291.1922,836.6584,418.5543,904.7111,608.7438,960.3206,283.2905,1096.4505,328.3901,1164.5715,538.4044,1054.7209,573.4464,993.0125,376.1856,,
labeled-data,video3,173.jpg,912.37,245.0,836.8241,418.5569,904.8716,608.7424,933.2464,300.0239,1096.6207,328.3929,1164.7265,538.4051,1054.7693,573.4083,993.7217,377.3651,,
labeled-data,video3,174.jpg,917.1327,264.1219,836.9861,418.5586,905.0276,608.7457,945.1958,304.0,1096.7849,328.398,1164.883,538.4001,1054.8009,573.3721,994.4494,378.5468,,
labeled-data,video3,175.jpg,901.2021,297.5655,837.1513,418.5544,905.1855,608.7487,976.254,267.3657,1096.9512,328.3919,1165.0443,538.4075,1054.8403,573.3364,995.1526,379.7392,,
labeled-data,video3,176.jpg,934.6588,276.8603,837.321,418.5578,905.3497,608.7472,957.1413,264.9759,1097.1251,328.398,1165.2032,538.407,1054.8827,573.2904,995.8637,380.9196,,
labeled-data,video3,177.jpg,984.0365,279.2536,837.4846,418.5557,905.5093,608.7462,1051.9108,277.7225,1097.2883,328.3988,1165.3692,538.4071,1054.9127,573.2528,996.5887,382.1089,,
labeled-data,video3,178.jpg,899.61,261.7396,837.6539,418.5515,905.6665,608.7419,912.543,253.0348,1097.4535,328.3996,1165.5232,538.4011,1054.9527,573.2127,993.1373,381.7919,,
labeled-data,video3,179.jpg,909.9638,262.5204,837.8197,418.5509,905.8251,608.7413,919.7198,262.59,1097.6158,328.3935,1165.681,538.408,1054.9985,573.1819,989.6826,381.4876,,
labeled-data,video3,180.jpg,922.7157,242.6131,837.9819,418.5549,905.9865,608.7477,928.4738,224.3697,1097.7858,328.3956,1165.8488,538.4006,1055.0305,573.1467,990.7579,382.2704,,
labeled-data,video3,181.jpg,940.2375,280.04,838.1503,418.5564,906.1402,608.7415,967.4965,275.3354,1097.9461,328.3934,1166.0,538.4088,1055.0709,573.1079,991.825,383.0765,,
labeled-data,video3,182.jpg,904.3976,318.2709,838.3183,418.5573,906.3067,608.7457,998.5536,272.1463,1098.1157,328.3952,1166.1629,538.4007,1055.104,573.0694,992.8964,383.8726,,
labeled-data,video3,183.jpg,930.6723,290.4078,838.4816,418.5507,906.4623,608.744,939.6185,292.8523,1098.2876,328.3917,1166.3212,538.4002,1055.1449,573.0214,993.9648,384.6631,,
labeled-data,video3,184.jpg,917.1359,275.2711,838.6488,418.5524,906.6215,608.7475,969.087,247.4601,1098.4426,328.3941,1166.4832,538.4079,1055.1856,572.9913,995.0328,385.4654,,
labeled-data,video3,185.jpg,964.1207,273.6783,838.8136,418.551,906.7867,608.7435,902.9809,286.4863,1098.6148,328.3991,1166.6414,538.4072,1055.2223,572.9584,996.1022,386.2605,,
labeled-data,video3,186.jpg,953.7714,296.7797,838.9865,418.5521,906.9467,608.7489,1004.1239,274.5317,1098.777,328.398,1166.7929,538.4082,1055.2588,572.9188,997.1629,387.0588,,
labeled-data,video3,187.jpg,905.9801,301.5543,839.14,418.5541,907.0964,608.746,985.8132,271.3515,1098.9482,328.3952,1166.9577,538.4076,1055.2999,572.8774,998.2357,387.8515,,
labeled-data,video3,188.jpg,934.6537,342.1699,839.3119,418.5556,907.2551,608.7404,996.1643,311.9793,1099.1142,328.3917,1167.1122,538.4082,1055.3302,572.8471,999.3078,388.6404,,
labeled-data,video3,189.jpg,893.2439,241.8295,839.4766,418.5512,907.4167,608.7463,926.09,297.6338,1099.2799,328.3909,1167.2732,538.4024,1055.3792,572.8018,996.4827,385.0675,,
labeled-data,video3,190.jpg,932.2658,273.685,839.6402,418.5551,907.5776,608.7451,953.9546,308.7893,1099.4499,328.3948,1167.4309,538.4028,1055.417,572.7632,993.6619,381.4805,,
labeled-data,video3,191.jpg,925.8997,293.5883,839.6965,418.5862,907.6304,608.7711,956.3426,282.5002,1099.4964,328.4256,1167.4877,538.4362,1055.4632,572.7991,997.128,386.5904,,
labeled-data,video3,192.jpg,911.5508,362.8717,839.7499,418.6138,907.69,608.7995,988.9959,307.9892,1099.5413,328.452,1167.5432,538.4658,1055.5196,572.8157,1000.5925,391.719,,
labeled-data,video3,193.jpg,936.2494,288.0146,839.8089,418.6361,907.7368,608.8238,962.7064,304.0,1099.6015,328.4747,1167.5906,538.4892,1055.5788,572.8419,1000.5174,392.4089,,
labeled-data,video3,194.jpg,956.9524,291.1981,839.8574,418.6622,907.7877,608.8583,979.4365,287.2842,1099.6598,328.509,1167.6485,538.5195,1055.6218,572.8725,1000.4486,393.0949,,
labeled-data,video3,195.jpg,955.3534,273.6826,839.9079,418.6939,907.8436,608.8798,969.0836,272.943,1099.7094,328.5384,1167.703,538.5391,1055.6796,572.898,1000.3684,393.7816,,
labeled-data,video3,196.jpg,937.0304,305.5386,839.9616,418.7185,907.8952,608.9063,1020.0423,294.455,1099.763,328.5592,1167.7507,538.5692,1055.7257,572.9277,1000.2815,394.4784,,
labeled-data,video3,197.jpg,921.903,254.5686,840.0176,418.7455,907.942,608.9352,953.9492,235.5137,1099.8139,328.5848,1167.8037,538.5913,1055.7836,572.9445,1000.2108,395.1631,,
labeled-data,video3,198.jpg,928.2791,237.8428,840.0676,418.7742,908.0,608.9555,940.4056,299.2223,1099.8655,328.6175,1167.8657,538.614,1055.8384,572.9711,1000.1386,395.8559,,
labeled-data,video3,199.jpg,925.0962,270.4983,840.1263,418.7924,908.0566,608.9817,952.3545,320.7359,1099.9254,328.6316,1167.9116,538.6433,1055.8814,573.0,1000.0658,396.5434,,
labeled-data,video3,200.jpg,917.1209,311.9051,840.174,418.8264,908.1084,609.0163,992.1788,283.2949,1099.9781,328.6629,1167.9614,538.6743,1055.9411,573.0235,999.9834,397.2325,,
labeled-data,video3,201.jpg,921.9033,374.8269,840.2212,418.8587,908.1663,609.0305,1046.3245,347.011,1100.0245,328.6973,1168.024,538.6986,1055.9927,573.054,999.9143,397.9213,,
labeled-data,video3,202.jpg,921.1122,396.3243,840.2808,418.8785,908.2143,609.0628,1035.1845,335.0601,1100.0853,328.7137,1168.0778,538.7229,1056.0431,573.0803,999.8332,398.6161,,
labeled-data,video3,203.jpg,928.2776,350.1389,840.3313,418.9086,908.2682,609.0849,967.4822,296.0421,1100.1346,328.7431,1168.1296,538.7503,1056.1031,573.1014,999.769,399.3092,,
labeled-data,video3,204.jpg,925.8859,385.9607,840.3864,418.9328,908.3245,609.1183,1035.9708,327.1038,1100.1848,328.7762,1168.1884,538.7798,1056.1562,573.1357,999.683,399.9961,,
labeled-data,video3,205.jpg,951.3726,312.7092,840.4417,418.9525,908.3724,609.1448,1045.5301,344.626,1100.2336,328.792,1168.2337,538.8037,1056.209,573.1664,999.6115,400.6811,,
labeled-data,video3,206.jpg,884.478,254.5635,840.4906,418.9869,908.4227,609.1608,897.4069,245.871,1100.2962,328.8238,1168.2834,538.8353,1056.2615,573.1893,999.535,401.3606,,
labeled-data,video3,207.jpg,938.6239,285.6277,840.5478,419.0174,908.4851,609.1986,945.1985,277.7205,1100.3469,328.8511,1168.3378,538.8541,1056.32,573.2197,999.4689,402.0546,,
labeled-data,video3,208.jpg,928.2714,290.4001,840.5929,419.0359,908.5342,609.2241,1013.6843,297.636,1100.3966,328.8788,1168.3993,538.8882,1056.368,573.2422,999.3839,402.7437,,
labeled-data,video3,209.jpg,938.6259,303.1487,840.6576,419.0693,908.5829,609.2471,981.8265,300.0273,1100.4537,328.9037,1168.4419,538.9176,1056.4221,573.2669,999.318,403.4327,,
labeled-data,video3,210.jpg,944.2035,350.9258,840.708,419.0843,908.6321,609.2776,992.9748,290.4725,1100.501,328.9236,1168.4986,538.9301,1056.4711,573.2949,999.2345,404.1282,,
labeled-data,video3,211.jpg,900.4076,264.1227,840.7501,419.1193,908.6907,609.3037,912.5357,245.0711,1100.5503,328.9554,1168.5527,538.9615,1056.5278,573.3269,1000.1632,403.3585,,
labeled-data,video3,212.jpg,938.6284,260.1381,840.8113,419.1418,908.7415,609.3263,942.0,249.8504,1100.6181,328.9839,1168.6091,538.997,1056.5725,573.3447,1001.0969,402.5771,,
labeled-data,video3,213.jpg,902.7834,332.6176,840.8676,419.1609,908.7968,609.3516,1024.8371,283.3072,1100.6642,329.0,1168.6539,539.0114,1056.6385,573.3735,993.6619,391.0351,,
labeled-data,video3,214.jpg,903.5853,373.2227,840.9197,419.1915,908.8552,609.3806,974.6532,280.1137,1100.7105,329.0384,1168.7136,539.0462,1056.6893,573.4059,993.8933,391.1579,,
labeled-data,video3,215.jpg,937.8322,264.9132,840.9717,419.2217,908.9043,609.4037,948.3795,266.5774,1100.7747,329.0696,1168.7632,539.0763,1056.7342,573.4272,994.1161,391.2611,,
labeled-data,video3,216.jpg,890.8428,362.8766,841.0266,419.2441,908.9545,609.4386,1047.1255,294.4577,1100.8296,329.0806,1168.8171,539.0988,1056.7991,573.4552,994.3461,391.3896,,
labeled-data,video3,217.jpg,911.5555,300.7519,841.0784,419.2701,909.02,609.469,996.9501,281.7016,1100.8794,329.1151,1168.8737,539.1228,1056.8414,573.4807,994.5723,391.4956,,
labeled-data,video3,218.jpg,943.4022,296.7727,841.139,419.3068,909.0666,609.4861,954.7447,296.8469,1100.9246,329.1452,1168.9278,539.1444,1056.8961,573.5008,994.808,391.6077,,
labeled-data,video3,219.jpg,883.6715,253.7698,841.1816,419.3259,909.1117,609.5154,901.3825,244.2703,1100.9874,329.1693,1168.9795,539.1735,1056.9598,573.5396,995.0296,391.723,,
labeled-data,video3,220.jpg,933.0545,261.7303,841.2393,419.3587,909.1708,609.545,946.7847,264.1888,1101.0321,329.1901,1169.038,539.2095,1057.0,573.5556,995.256,391.8376,,
labeled-data,video3,221.jpg,886.0641,344.5534,841.2975,419.2719,909.1581,609.6401,1007.3063,290.4663,1100.6336,329.7215,1168.9342,539.1655,1056.9473,573.5156,995.5499,393.0638,,
labeled-data,video3,222.jpg,912.348,319.0771,841.3517,419.1813,909.1343,609.7346,981.0223,288.8746,1100.2389,330.254,1168.8493,539.125,1056.8909,573.4693,995.8398,394.2954,,
labeled-data,video3,223.jpg,939.4295,312.703,841.4028,419.1092,909.1129,609.8301,979.4321,312.7663,1099.8451,330.7886,1168.7526,539.082,1056.839,573.4166,996.125,395.5232,,
labeled-data,video3,224.jpg,933.8546,272.0822,841.4608,419.0249,909.0918,609.9306,961.9108,268.1732,1099.4479,331.3182,1168.6585,539.0424,1056.779,573.378,996.4199,396.7569,,
labeled-data,video3,225.jpg,899.6027,275.2773,841.5128,418.9396,909.0734,610.04,907.7658,261.7933,1099.0421,331.8449,1168.5688,539.0,1056.7297,573.3213,996.7019,397.9817,,
labeled-data,video3,226.jpg,900.4017,377.2014,841.5762,418.8577,909.0568,610.1349,1041.5569,376.4863,1102.6254,323.6188,1168.4799,538.9686,1056.6654,573.27,996.999,399.215,,
labeled-data,video3,227.jpg,902.0,344.9583,841.6363,418.76,909.037,610.2301,1010.4931,305.6013,1097.051,326.0,1168.3834,538.9278,1056.6177,573.2315,997.281,400.4508,,
labeled-data,video3,228.jpg,903.5884,312.7034,841.6853,418.6847,909.0186,610.3394,954.7405,314.3646,1096.7688,326.4149,1168.2813,538.8892,1056.5551,573.1826,997.5722,401.6874,,
labeled-data,video3,229.jpg,933.0504,244.2183,841.746,418.6013,908.9978,610.4347,949.1775,230.7355,1096.4732,326.8281,1168.1985,538.8462,1056.4976,573.1352,997.8673,402.9196,,
labeled-data,video3,230.jpg,900.4003,323.0554,841.8064,418.5195,908.9703,610.5301,1021.6447,288.8747,1096.1859,327.2379,1168.1054,538.8017,1056.4456,573.0961,998.1577,404.1403,,
labeled-data,video3,231.jpg,949.7705,402.6935,841.8539,418.4319,908.9585,610.6318,1000.9456,308.7848,1095.8998,327.6432,1168.0,538.7663,1056.3865,573.044,998.4409,405.372,,
labeled-data,video3,232.jpg,949.7761,345.3538,841.9182,418.3503,908.9356,610.7381,1053.5065,393.2021,1095.606,328.0596,1167.9162,538.729,1056.3229,572.9937,999.9178,410.7949,,
labeled-data,video3,233.jpg,917.1242,381.1963,841.9669,418.2662,908.9117,610.8334,1031.2066,323.9128,1095.3102,328.4651,1167.8226,538.6861,1056.2735,572.9547,1001.3947,416.2205,,
labeled-data,video3,234.jpg,898.0147,343.7632,842.0282,418.1862,908.8957,610.9382,996.9596,310.3726,1095.0273,328.878,1167.7267,538.6493,1056.2175,572.9067,1002.8755,421.6496,,
labeled-data,video3,235.jpg,930.6663,374.027,842.0874,418.1013,908.8727,611.0384,1002.5301,323.5164,1094.7341,329.2839,1167.6341,538.6093,1056.1658,572.8526,1003.289,421.7692,,
labeled-data,video3,236.jpg,930.6601,321.469,842.1346,418.0195,908.8544,611.1383,1008.1039,336.6588,1094.449,329.6933,1167.5498,538.5692,1056.1081,572.8125,1003.7053,421.8838,,
labeled-data,video3,237.jpg,902.7859,306.3384,842.198,417.934,908.8334,611.2393,942.0,286.4887,1094.15,330.1063,1167.4579,538.5226,1056.0468,572.7648,1004.1191,421.993,,
labeled-data,video3,238.jpg,901.1919,322.2556,842.256,417.8409,908.8164,611.3314,1006.5133,280.1176,1093.8653,330.5192,1167.3567,538.486,1055.9948,572.7166,1003.787,421.3657,,
labeled-data,video3,239.jpg,938.625,339.7733,842.3088,417.7694,908.798,611.4381,1021.6408,328.6927,1093.5884,330.9282,1167.2626,538.4493,1055.9328,572.6792,1003.454,420.7424,,
labeled-data,video3,240.jpg,940.2131,319.8664,842.3661,417.6818,908.772,611.534,967.483,304.8045,1093.2993,331.3495,1167.1796,538.4019,1055.8748,572.6217,1003.1325,420.1109,,
labeled-data,video3,241.jpg,952.1688,303.1406,842.4297,417.5936,908.7587,611.6272,1008.9029,290.4637,1093.0,331.756,1167.0773,538.3681,1055.8237,572.5722,1002.8069,419.4882,,
labeled-data,video3,242.jpg,917.9156,245.0,842.4768,417.5181,908.7351,611.7212,942.0,279.3273,1092.7106,332.166,1166.9875,538.3287,1055.7614,572.5364,1002.473,418.862,,
labeled-data,video3,243.jpg,912.3499,299.9554,842.5331,417.4356,908.7152,611.8262,953.9474,282.5006,1092.4283,332.5794,1166.8943,538.2823,1055.7159,572.4851,1002.1489,418.2311,,
labeled-data,video3,244.jpg,903.5827,309.516,842.5834,417.3484,908.6961,611.9225,969.8709,255.4321,1092.1377,332.9824,1166.803,538.2477,1055.6517,572.4308,1001.8198,417.6074,,
labeled-data,video3,245.jpg,901.191,317.478,842.6416,417.2687,908.6759,612.0298,952.3549,311.9759,1091.8456,333.3936,1166.7079,538.204,1055.5972,572.3952,1001.4862,416.9747,,
labeled-data,video3,246.jpg,925.8894,412.2535,842.7061,417.1871,908.6556,612.1256,1041.5516,316.7581,1091.5523,333.801,1166.6143,538.1662,1055.5459,572.3448,1001.1502,416.3514,,
labeled-data,video3,247.jpg,909.9521,399.5038,842.7569,417.0929,908.639,612.2258,977.0463,311.9786,1091.2658,334.2194,1166.5264,538.1253,1055.4826,572.2956,1000.8391,415.726,,
labeled-data,video3,248.jpg,893.238,311.9069,842.8183,417.0156,908.6138,612.3226,950.7612,272.1585,1090.974,334.6281,1166.4276,538.0855,1055.4277,572.25,1000.0928,417.4457,,
labeled-data,video3,249.jpg,888.4566,252.177,842.8764,416.9372,908.5906,612.4218,912.5333,252.2435,1090.6884,335.04,1166.332,538.0461,1055.3716,572.205,999.3662,419.1581,,
labeled-data,video3,250.jpg,828.7266,293.5975,842.9271,416.8426,908.5734,612.529,,,1090.3949,335.4452,1166.2421,538.0,1055.3176,572.1574,998.6297,420.8745,,
labeled-data,video3,251.jpg,921.1097,241.0292,842.9842,416.7637,908.5577,612.6285,946.7845,292.0606,1090.1069,335.8598,1166.15,537.9653,1055.2635,572.1023,997.8983,422.5858,,
labeled-data,video3,252.jpg,948.9892,287.214,843.043,416.6734,908.5394,612.7248,958.7268,284.1026,1089.8189,336.2629,1166.0552,537.9215,1055.2089,572.0653,997.1562,424.302,,
labeled-data,video3,253.jpg,901.1926,311.9037,843.0926,416.5907,908.5116,612.8294,969.8709,292.0622,1089.5229,336.6781,1165.9683,537.8823,1057.4048,572.4649,996.4123,426.0199,,
labeled-data,video3,254.jpg,,,843.1531,416.5146,908.4988,612.9282,1061.4686,238.705,1089.2381,337.082,1165.8731,537.8415,1059.6194,572.874,995.6889,427.7319,,
labeled-data,video3,255.jpg,891.6454,279.254,843.2056,416.4292,908.478,613.0212,898.2051,274.5461,1088.9457,337.49,1165.7788,537.8032,1061.8179,573.2839,994.9449,429.4429,,
labeled-data,video3,256.jpg,895.6242,312.7066,843.26,416.3433,908.4533,613.1246,953.9507,292.0652,1088.6598,337.9031,1165.6877,537.7688,1064.013,573.6896,994.2106,431.165,,
labeled-data,video3,257.jpg,940.2173,299.1649,843.3227,416.2611,908.4397,613.2215,1007.3173,242.6995,1088.3612,338.3177,1165.5906,537.7241,1066.2279,574.0992,993.4776,432.8719,,
labeled-data,video3,258.jpg,941.8171,309.5109,843.3791,416.1799,908.4177,613.3262,1054.297,241.895,1088.0722,338.7215,1165.4936,537.6853,1065.0371,572.1505,992.7466,434.5981,,
labeled-data,video3,259.jpg,947.3899,303.9446,843.4355,416.0957,908.3981,613.4225,972.2736,300.0242,1087.785,339.1396,1165.4069,537.6499,1063.8571,570.2002,992.0,436.3087,,
labeled-data,video3,260.jpg,888.4583,314.2909,843.4911,416.01,908.3757,613.5255,1007.312,288.8866,1087.4957,339.5441,1165.3116,537.6037,1066.6501,576.2232,991.278,438.0266,,
labeled-data,video3,261.jpg,859.7827,346.1552,814.1695,458.3727,907.4664,614.0382,1000.5436,292.0695,1011.0492,344.3238,1165.2287,537.5604,1069.4691,582.2581,981.7119,451.764,,
labeled-data,video3,262.jpg,,,813.9346,459.2378,906.557,614.5569,993.7776,295.2567,1008.6594,300.5228,1165.1279,537.5311,1069.2743,587.2789,972.1517,465.5017,,
labeled-data,video3,263.jpg,,,813.7184,460.1035,905.6473,615.0734,975.4518,321.5331,979.9859,287.771,1165.0333,537.4951,1068.3174,587.19,973.7534,462.5104,,
labeled-data,video3,264.jpg,,,813.4913,460.9661,904.7338,615.5953,1008.1105,326.3133,994.3279,315.6571,1164.9457,537.4508,1067.3516,587.0913,975.34,459.5268,,
labeled-data,video3,265.jpg,,,813.272,461.8227,903.8232,616.1163,964.3041,309.585,977.6039,306.8915,1164.8456,537.4116,1067.7672,587.1006,975.1889,462.8734,,
labeled-data,video3,266.jpg,,,813.0547,462.6818,902.9166,616.6299,964.3065,352.5937,998.3081,313.2601,1164.7558,537.378,1068.1647,587.1169,975.0205,466.217,,
labeled-data,video3,267.jpg,,,812.8306,463.5594,902.0,617.1471,926.0813,327.9016,940.9627,326.8052,1164.6603,537.3301,1068.5792,587.1228,974.8646,469.5696,,
labeled-data,video3,268.jpg,,,813.6028,464.2418,906.1112,616.9727,970.6811,339.0573,997.5042,345.1135,1164.573,537.2999,1068.9729,587.1376,974.707,472.9031,,
labeled-data,video3,269.jpg,888.4566,356.5032,814.3704,464.9416,910.2345,616.8018,929.2664,339.0503,1042.9026,339.5411,1164.4773,537.2538,1069.3794,587.1374,974.5402,476.2547,,
labeled-data,video3,270.jpg,900.4054,343.7659,814.4972,465.2498,909.5613,616.6351,909.357,329.4932,937.7752,313.2654,1164.3894,537.2136,1069.7882,587.143,975.3452,473.8656,,
labeled-data,video3,271.jpg,875.7101,355.7045,814.6029,465.5473,908.9022,616.4686,897.1403,321.0,1007.0645,298.1369,1164.298,537.1726,1070.1809,587.1558,976.1418,471.4711,,
labeled-data,video3,272.jpg,851.0248,367.6583,814.719,465.8419,908.2438,616.2983,884.9337,312.5004,1007.8618,311.2771,1164.1981,537.1337,1070.5998,587.1623,976.9477,469.0803,,
labeled-data,video3,273.jpg,850.2201,317.4868,814.8207,466.1337,907.5779,616.1295,872.725,304.0109,1008.6543,324.4124,1164.1051,537.0908,1070.9935,587.1768,975.0,468.9603,,
labeled-data,video3,274.jpg,846.6491,322.2692,814.933,466.4348,906.9141,615.9654,876.3076,321.1306,1008.7193,324.4625,1164.0101,537.0577,1071.3965,587.1711,973.0737,468.8559,,
labeled-data,video3,275.jpg,843.0627,327.0337,816.5482,465.4536,907.8882,615.8346,879.887,338.2559,1008.7744,324.5264,1163.92,537.0146,1071.8047,587.1889,971.1319,468.7403,,
labeled-data,video3,276.jpg,832.7178,411.4589,818.1683,464.4637,908.8608,615.7085,899.7933,345.4293,1008.8288,324.5868,1163.8271,536.9788,1072.2032,587.1932,969.2079,468.6269,,
labeled-data,video3,277.jpg,712.4545,432.1699,819.7872,463.4839,909.8337,615.5877,,,1008.8812,324.6391,1163.7336,536.9363,1072.613,587.2046,967.2656,468.5135,,
labeled-data,video3,278.jpg,854.2132,389.1547,820.2889,465.7026,900.083,619.3356,898.2038,362.1449,1008.9418,324.6901,1163.6458,536.8922,1077.1511,586.7552,956.9709,468.399,,
labeled-data,video3,279.jpg,810.4131,475.9657,834.0714,575.446,999.1603,682.8033,,,1009.0,324.7534,1163.5433,536.8546,1081.6929,586.3051,946.6702,468.2846,,
labeled-data,video3,280.jpg,790.505,476.764,839.6488,531.648,1003.9435,682.0158,,,1009.0521,324.819,1163.4584,536.8101,1094.4374,593.4617,961.0122,473.8605,,
labeled-data,video3,281.jpg,753.8622,452.8676,,,1003.1418,684.3963,,,1009.1142,324.8689,1169.827,536.816,1094.5575,593.5826,963.4062,474.6505,,
labeled-data,video3,282.jpg,714.0424,447.2962,800.6297,485.4522,1003.2728,684.5385,,,1009.1703,324.9238,1169.9561,536.9448,1094.6627,593.6976,963.7964,475.3295,,
labeled-data,video3,283.jpg,802.4438,438.5281,842.8319,471.9198,1003.4152,684.6661,807.4179,436.2184,1009.2276,324.9862,1170.0944,537.0725,1094.7772,593.8185,964.1913,475.9876,,
labeled-data,video3,284.jpg,819.9647,485.5147,809.383,489.4324,1003.5421,684.7984,,,1009.2888,325.036,1170.2249,537.2169,1094.8946,593.9277,964.5955,476.6493,,
labeled-data,video3,285.jpg,831.1115,472.7748,814.9543,481.4788,1003.68,684.9238,,,1009.3409,325.0996,1170.3553,537.3429,1095.0,594.0393,964.9924,477.3129,,
labeled-data,video3,286.jpg,811.2006,475.1687,797.4486,498.1955,1003.8072,685.0673,,,1009.3906,325.155,1170.4918,537.4755,1095.1135,594.1575,965.3955,477.9798,,
labeled-data,video3,287.jpg,821.5688,460.8265,795.8487,456.7884,1003.9487,685.1978,,,1009.4547,325.2055,1170.6259,537.607,1095.2331,594.2633,965.7987,478.6357,,
labeled-data,video3,288.jpg,812.0,473.5633,795.0519,481.473,1003.8422,685.2961,,,1009.3543,325.3005,1170.5262,537.7095,1094.7719,591.7634,964.5255,480.6053,,
labeled-data,video3,289.jpg,815.9816,459.2314,807.7944,466.3331,1003.7428,685.3975,,,1009.2551,325.4082,1170.4215,537.8041,1094.3279,589.2588,963.2507,482.5873,,
labeled-data,video3,290.jpg,819.1755,464.0,818.1496,495.0,1003.6426,685.4955,,,1009.1537,325.5014,1170.324,537.9022,1093.8645,586.7527,961.9865,484.5572,,
labeled-data,video3,291.jpg,811.2022,460.8233,803.016,469.5269,1003.5433,685.5912,,,1009.0581,325.6008,1170.222,538.0,1093.414,584.2544,960.7053,486.5281,,
labeled-data,video3,292.jpg,870.9332,467.9985,861.1557,589.7734,1003.4472,685.692,863.1639,418.6954,1008.9544,325.7,1170.1201,538.1066,1092.9509,581.7453,959.4384,488.4965,,
labeled-data,video3,293.jpg,841.4792,473.561,860.8829,590.0491,1003.3493,685.7979,876.7047,401.1799,1008.8528,325.8004,1170.0211,538.207,1092.5023,579.2481,958.1683,490.4605,,
labeled-data,video3,294.jpg,,,860.6252,590.306,1003.2404,685.8944,902.9879,231.5398,1008.7599,325.9081,1169.9244,538.3097,1092.048,576.7487,929.956,490.5875,,
labeled-data,video3,295.jpg,839.8702,374.8137,860.3521,590.5785,1003.147,685.987,738.9291,394.7931,1008.6532,326.0,1169.8233,538.4019,1091.258,577.5337,929.1544,491.3788,,
labeled-data,video3,296.jpg,852.6216,451.265,860.3598,589.7764,1001.5587,685.9867,836.886,392.403,1011.8423,326.0,1165.0495,536.0199,1092.8487,575.945,932.3445,491.3771,,
labeled-data,video3,297.jpg,853.4189,435.7377,860.3593,589.7773,1001.5539,685.9867,,,1011.8438,326.0,1161.8634,536.0136,1090.4509,576.7431,932.347,491.3761,,
labeled-data,video3,298.jpg,854.2123,420.2093,860.3569,589.7742,1001.5551,685.9855,853.6075,380.4692,1011.8405,326.0,1161.8636,536.011,1090.4572,576.7411,932.3418,491.3732,,
labeled-data,video3,299.jpg,,,860.3567,589.7707,1001.5508,685.9831,865.5503,406.7488,1011.8472,326.0,1161.8631,536.0164,1090.4556,576.7482,932.3439,491.3781,,
labeled-data,video3,300.jpg,775.3792,401.8894,860.3516,589.7748,1001.5595,685.9832,778.742,397.189,1011.8448,326.0,1161.8638,536.0168,1090.4569,576.7499,932.3448,491.3791,,
